A,B,P,private_key_a,private_key_b,x_a,y_a,hashpoint_a,x_b,y_b,hashpoint_b,x_secret,y_secret,secret_in_hash,order, time(ms)
39,65,2003,11400714819323301581,11400714819323231083,62,1531,11400714819323204001,1520,1611,11400714819323296300,1057,234,11400714819323265638,2010,9
39,66,2003,11400714819323305476,11400714819323231580,1806,1111,11400714819323314849,787,190,11400714819323248964,1014,1049,11400714819323264349,2088,9
39,69,2003,11400714819323302640,11400714819323231313,1703,632,11400714819323309905,68,1092,11400714819323203886,993,1873,11400714819323264895,2070,8
39,70,2003,11400714819323303468,11400714819323231956,1808,744,11400714819323315153,335,168,11400714819323220383,614,1537,11400714819323240009,2048,6
39,73,2003,11400714819323300129,11400714819323231893,265,914,11400714819323216672,279,1996,11400714819323218161,797,682,11400714819323250139,2043,6
39,74,2003,11400714819323302970,11400714819323232146,1119,426,11400714819323269833,445,1817,11400714819323229024,1142,1452,11400714819323274280,2058,7
39,77,2003,11400714819323300003,11400714819323231659,929,50,11400714819323258574,382,1389,11400714819323224095,160,1680,11400714819323210349,2040,6
39,78,2003,11400714819323305476,11400714819323231580,1807,719,11400714819323315048,313,93,11400714819323218489,1715,1676,11400714819323312062,2088,7
39,81,2003,11400714819323303533,11400714819323231956,150,650,11400714819323208914,1715,985,11400714819323308265,1298,324,11400714819323282959,2047,6
39,83,2003,11400714819323303468,11400714819323231956,291,1092,11400714819323217986,299,406,11400714819323218334,496,993,11400714819323231618,2048,7
39,84,2003,11400714819323300837,11400714819323231722,1887,105,11400714819323318602,1923,784,11400714819323323974,216,479,11400714819323213042,2034,7
39,88,2003,11400714819323301014,11400714819323230953,1947,291,11400714819323322949,1942,442,11400714819323323042,50,1641,11400714819323203384,2019,6
39,89,2003,11400714819323300837,11400714819323231722,103,728,11400714819323205793,1393,919,11400714819323287609,1615,1183,11400714819323301960,2034,6
39,92,2003,11400714819323303292,11400714819323232211,1904,1279,11400714819323320704,2002,1118,11400714819323326773,801,1693,11400714819323250843,2062,7
39,93,2003,11400714819323303035,11400714819323232086,1113,1381,11400714819323272329,966,1986,11400714819323262350,1905,1440,11400714819323320480,2057,7
39,95,2003,11400714819323300699,11400714819323230761,725,656,11400714819323246159,673,318,11400714819323241626,1496,492,11400714819323293871,2032,6
39,97,2003,11400714819323300270,11400714819323231893,1732,1020,11400714819323311110,627,1478,11400714819323239748,366,1516,11400714819323223218,2045,6
40,4,2003,11400714819323303782,11400714819323232023,565,1175,11400714819323235404,1361,473,11400714819323287251,296,717,11400714819323217924,2052,11
40,6,2003,11400714819323301581,11400714819323231083,1659,1497,11400714819323307063,1641,1625,11400714819323303969,116,171,11400714819323206057,2010,9
40,9,2003,11400714819323300837,11400714819323231722,946,432,11400714819323259011,1854,1382,11400714819323319796,308,1580,11400714819323219642,2034,10
40,10,2003,11400714819323300504,11400714819323230824,1335,914,11400714819323284355,1795,1912,11400714819323314446,1706,527,11400714819323309284,2029,10
40,11,2003,11400714819323302640,11400714819323231313,1741,366,11400714819323311291,1002,1772,11400714819323264401,1661,311,11400714819323304022,2070,11
40,12,2003,11400714819323300335,11400714819323231893,650,1497,11400714819323242394,1030,166,11400714819323263802,650,1497,11400714819323242394,2044,8
40,13,2003,11400714819323301429,11400714819323231141,985,349,11400714819323262833,1280,265,11400714819323280222,1739,460,11400714819323311256,2006,6
40,14,2003,11400714819323300129,11400714819323231893,1921,1553,11400714819323323335,1933,874,11400714819323323183,1319,860,11400714819323285341,2043,10
40,15,2003,11400714819323301711,11400714819323231083,12,960,11400714819323200212,315,1253,11400714819323220275,297,181,11400714819323217533,2012,10
40,17,2003,11400714819323302153,11400714819323231517,85,68,11400714819323204091,370,1869,11400714819323224396,319,1396,11400714819323220135,2084,10
40,18,2003,11400714819323300699,11400714819323230761,29,1681,11400714819323202032,1417,257,11400714819323290929,775,403,11400714819323249454,2032,8
40,23,2003,11400714819323299943,11400714819323231722,540,1074,11400714819323233746,157,80,11400714819323208529,723,377,11400714819323245009,2037,6
40,25,2003,11400714819323301581,11400714819323231083,1371,1550,11400714819323289442,1154,990,11400714819323274513,1899,1112,11400714819323320940,2010,8
40,26,2003,11400714819323301205,11400714819323230888,538,34,11400714819323232551,1404,461,11400714819323288381,1476,1465,11400714819323294203,2023,6
40,27,2003,11400714819323302513,11400714819323231248,1269,1370,11400714819323280153,1334,1785,11400714819323286765,966,1171,11400714819323261151,2067,7
40,30,2003,11400714819323301516,11400714819323231141,1050,1443,11400714819323268388,281,1727,11400714819323217987,1701,896,11400714819323309275,2009,6
40,33,2003,11400714819323300837,11400714819323231722,1463,1409,11400714819323295092,237,896,11400714819323214845,988,475,11400714819323262523,2034,8
40,38,2003,11400714819323301516,11400714819323231141,1822,734,11400714819323318052,539,798,11400714819323233378,1822,734,11400714819323318052,2008,6
40,40,2003,11400714819323300837,11400714819323231722,1231,234,11400714819323278653,1554,1137,11400714819323297944,1068,901,11400714819323269001,2034,6
40,45,2003,11400714819323302640,11400714819323231248,1079,1495,11400714819323270286,490,1753,11400714819323231234,187,1655,11400714819323212225,2069,7
40,48,2003,11400714819323303166,11400714819323232146,1361,1747,11400714819323288877,1646,505,11400714819323305287,1348,1871,11400714819323285745,2059,6
40,49,2003,11400714819323300504,11400714819323230824,1537,630,11400714819323299402,38,812,11400714819323201772,1367,1003,11400714819323286082,2029,6
40,51,2003,11400714819323301492,11400714819323231141,959,218,11400714819323260449,839,308,11400714819323251869,1937,66,11400714819323323882,2007,8
40,54,2003,11400714819323303782,11400714819323232023,857,737,11400714819323254101,2002,559,11400714819323327338,1933,985,11400714819323323036,2052,7
40,56,2003,11400714819323303864,11400714819323232086,649,2002,11400714819323241536,678,1370,11400714819323242814,1097,156,11400714819323270218,2055,8
40,57,2003,11400714819323300837,11400714819323231722,1633,1089,11400714819323305039,313,1748,11400714819323220046,400,372,11400714819323224189,2034,7
40,59,2003,11400714819323305476,11400714819323231580,1056,818,11400714819323268207,1434,1123,11400714819323293124,1053,1054,11400714819323268199,2088,6
40,60,2003,11400714819323301275,11400714819323230888,1975,1971,11400714819323327682,1088,1314,11400714819323270663,1975,1971,11400714819323327682,2024,6
40,61,2003,11400714819323300883,11400714819323231018,982,354,11400714819323260986,1979,1554,11400714819323327854,211,66,11400714819323212184,2016,8
40,68,2003,11400714819323300003,11400714819323231659,1236,578,11400714819323277400,1383,526,11400714819323288667,1549,1624,11400714819323298109,2040,7
40,71,2003,11400714819323301581,11400714819323231083,1721,499,11400714819323308879,1401,1809,11400714819323291581,1191,441,11400714819323276304,2010,9
40,79,2003,11400714819323303346,11400714819323231248,956,554,11400714819323260306,757,1407,11400714819323247972,1397,1631,11400714819323290724,2066,7
40,80,2003,11400714819323303864,11400714819323232086,867,1729,11400714819323256589,799,570,11400714819323250121,56,546,11400714819323202685,2055,7
40,82,2003,11400714819323301902,11400714819323231454,521,62,11400714819323231516,1650,616,11400714819323304683,669,1014,11400714819323241839,2078,7
40,83,2003,11400714819323298294,11400714819323231204,463,691,11400714819323228980,1650,517,11400714819323304516,979,731,11400714819323262839,2005,7
40,85,2003,11400714819323300440,11400714819323230824,1686,818,11400714819323306234,648,1336,11400714819323240807,1179,1331,11400714819323276725,2028,9
40,89,2003,11400714819323303346,11400714819323231248,1883,173,11400714819323318787,862,354,11400714819323254416,1363,34,11400714819323287320,2066,10
40,90,2003,11400714819323299878,11400714819323231659,1235,909,11400714819323277637,1339,1296,11400714819323286536,299,295,11400714819323218285,2038,10
40,91,2003,11400714819323300946,11400714819323231018,1811,1872,11400714819323318010,1984,1981,11400714819323326978,177,1913,11400714819323211595,2017,6
40,93,2003,11400714819323302153,11400714819323231517,460,1247,11400714819323229611,1397,1246,11400714819323288293,889,1066,11400714819323255844,2083,10
40,95,2003,11400714819323301581,11400714819323231083,275,1950,11400714819323218340,431,1101,11400714819323227426,766,157,11400714819323248143,2010,11
40,96,2003,11400714819323303782,11400714819323232023,1563,341,11400714819323298731,1846,1558,11400714819323319886,584,454,11400714819323236901,2052,8
40,97,2003,11400714819323301777,11400714819323231018,1837,1958,11400714819323320299,1738,1603,11400714819323310144,1195,1087,11400714819323275413,2014,10
40,99,2003,11400714819323301516,11400714819323231141,1318,1271,11400714819323285235,1999,1406,11400714819323326601,1318,1271,11400714819323285235,2008,6
41,9,2003,11400714819323300129,11400714819323231893,1793,1723,11400714819323315153,1884,1003,11400714819323322251,1446,309,11400714819323293077,2043,7
41,10,2003,11400714819323301429,11400714819323231141,2001,1926,11400714819323330078,1550,1786,11400714819323301404,451,1827,11400714819323229611,2006,9
41,16,2003,11400714819323300440,11400714819323230824,1196,926,11400714819323277170,1271,1156,11400714819323280225,1554,1984,11400714819323301835,2028,10
41,17,2003,11400714819323301581,11400714819323231083,1728,714,11400714819323311695,1997,668,11400714819323327529,93,114,11400714819323204483,2010,9
41,20,2003,11400714819323300883,11400714819323231018,320,927,11400714819323220292,1709,1401,11400714819323308244,1355,1619,11400714819323286321,2016,10
41,23,2003,11400714819323303652,11400714819323231956,1281,1410,11400714819323282966,1928,639,11400714819323323902,1016,663,11400714819323264594,2049,7
41,25,2003,11400714819323301902,11400714819323231454,1375,1677,11400714819323289318,688,285,11400714819323243374,419,721,11400714819323226541,2078,7
41,27,2003,11400714819323300699,11400714819323230761,1258,1918,11400714819323280295,967,229,11400714819323260012,1202,867,11400714819323275670,2033,7
41,30,2003,11400714819323300129,11400714819323231893,1016,1756,11400714819323265559,1088,1322,11400714819323270671,52,1009,11400714819323202855,2043,7
41,35,2003,11400714819323299943,11400714819323231722,1632,169,11400714819323301942,400,291,11400714819323224076,253,1628,11400714819323216141,2037,6
41,36,2003,11400714819323300837,11400714819323231722,865,144,11400714819323254492,885,393,11400714819323254990,193,876,11400714819323211568,2034,7
41,41,2003,11400714819323301205,11400714819323230888,848,349,11400714819323253014,1018,1776,11400714819323265401,957,963,11400714819323261882,2022,7
41,43,2003,11400714819323302861,11400714819323231391,1712,1164,11400714819323308285,1793,1653,11400714819323315083,1947,49,11400714819323323255,2074,9
41,47,2003,11400714819323303411,11400714819323232211,1635,1739,11400714819323304795,1189,1672,11400714819323275683,1635,1739,11400714819323304795,2064,6
41,51,2003,11400714819323303864,11400714819323232086,1321,822,11400714819323285500,801,166,11400714819323250402,818,933,11400714819323252276,2056,8
41,53,2003,11400714819323303864,11400714819323232086,654,1428,11400714819323242306,174,440,11400714819323210198,75,1475,11400714819323204833,2055,7
41,56,2003,11400714819323301338,11400714819323230888,635,1426,11400714819323241342,351,433,11400714819323221122,433,1748,11400714819323227684,2025,7
41,59,2003,11400714819323300837,11400714819323231722,1058,1921,11400714819323267388,890,456,11400714819323256385,1879,85,11400714819323319464,2034,8
41,61,2003,11400714819323302090,11400714819323231454,418,1730,11400714819323226653,142,1299,11400714819323208773,418,1730,11400714819323226653,2080,10
41,63,2003,11400714819323301581,11400714819323231083,1289,1870,11400714819323282412,1083,988,11400714819323267972,1381,1256,11400714819323289331,2010,7
41,66,2003,11400714819323302861,11400714819323231391,1785,191,11400714819323312683,630,1238,11400714819323239806,1060,1767,11400714819323267361,2074,6
41,67,2003,11400714819323301967,11400714819323231391,883,1911,11400714819323257435,283,1933,11400714819323218867,6,1980,11400714819323200852,2077,6
41,68,2003,11400714819323298294,11400714819323231204,59,969,11400714819323203223,571,261,11400714819323235923,905,1607,11400714819323258615,2004,6
41,69,2003,11400714819323302770,11400714819323231313,1853,612,11400714819323316405,167,1183,11400714819323210298,592,1683,11400714819323237740,2072,8
41,70,2003,11400714819323300003,11400714819323231659,715,1074,11400714819323244914,220,354,11400714819323212914,86,1431,11400714819323205399,2040,6
41,75,2003,11400714819323301492,11400714819323231141,109,1501,11400714819323206944,1962,1413,11400714819323324846,560,1088,11400714819323236049,2007,8
41,79,2003,11400714819323302707,11400714819323231313,1258,1303,11400714819323279372,1196,893,11400714819323277073,312,1357,11400714819323219592,2073,10
41,82,2003,11400714819323301840,11400714819323231018,79,1928,11400714819323205439,37,1818,11400714819323202653,403,864,11400714819323225354,2015,10
41,88,2003,11400714819323301902,11400714819323231454,1630,340,11400714819323302110,841,1520,11400714819323254366,1742,1911,11400714819323313777,2078,8
41,91,2003,11400714819323303652,11400714819323231956,868,1990,11400714819323256528,79,1503,11400714819323205000,135,594,11400714819323207887,2049,8
41,96,2003,11400714819323301205,11400714819323230888,124,1235,11400714819323207803,1335,555,11400714819323283578,1378,1361,11400714819323289180,2023,9
41,98,2003,11400714819323303782,11400714819323232023,1753,641,11400714819323310165,1218,548,11400714819323276075,335,83,11400714819323220276,2052,10
42,2,2003,11400714819323303929,11400714819323232086,1478,98,11400714819323292334,481,961,11400714819323230575,1539,1773,11400714819323298625,2054,13
42,4,2003,11400714819323301079,11400714819323230953,819,1516,11400714819323251902,1468,1817,11400714819323295265,1629,629,11400714819323302204,2020,11
42,5,2003,11400714819323298294,11400714819323231204,396,1424,11400714819323225220,1815,407,11400714819323314726,1471,787,11400714819323295208,2005,8
42,7,2003,11400714819323305476,11400714819323231580,496,647,11400714819323230952,1425,439,11400714819323291361,1907,649,11400714819323320905,2088,13
42,9,2003,11400714819323303652,11400714819323231956,1992,65,11400714819323328384,1690,1295,11400714819323310032,90,656,11400714819323204961,2049,8
42,10,2003,11400714819323301014,11400714819323230953,853,1092,11400714819323254075,602,758,11400714819323237499,1228,1180,11400714819323277352,2019,8
42,11,2003,11400714819323299943,11400714819323231722,512,1902,11400714819323233795,1781,1378,11400714819323315841,109,1700,11400714819323207289,2037,7
42,13,2003,11400714819323301711,11400714819323231083,1031,773,11400714819323266524,236,1473,11400714819323215357,399,1019,11400714819323225532,2012,7
42,14,2003,11400714819323302970,11400714819323232146,1344,486,11400714819323283979,262,1379,11400714819323216447,966,285,11400714819323260005,2058,7
42,20,2003,11400714819323302216,11400714819323231517,1739,489,11400714819323311291,810,732,11400714819323250961,1867,499,11400714819323319761,2082,7
42,23,2003,11400714819323303864,11400714819323232086,327,976,11400714819323220145,1549,1305,11400714819323298812,1550,1828,11400714819323301426,2055,11
42,24,2003,11400714819323300270,11400714819323231893,407,357,11400714819323224584,460,693,11400714819323229169,1875,729,11400714819323318993,2045,11
42,25,2003,11400714819323303346,11400714819323231248,1138,860,11400714819323271551,518,282,11400714819323231542,1211,535,11400714819323275937,2066,11
42,30,2003,11400714819323302027,11400714819323231454,866,1556,11400714819323255011,259,953,11400714819323216333,120,1305,11400714819323207476,2081,8
42,31,2003,11400714819323302707,11400714819323231313,1411,1316,11400714819323291354,1654,708,11400714819323304832,59,1856,11400714819323204120,2073,8
42,32,2003,11400714819323300837,11400714819323231722,1749,1093,11400714819323310490,593,638,11400714819323236662,1996,1714,11400714819323326582,2034,9
42,39,2003,11400714819323300699,11400714819323230761,801,111,11400714819323250349,1021,538,11400714819323264403,394,1411,11400714819323225584,2032,8
42,41,2003,11400714819323300634,11400714819323230761,134,749,11400714819323207717,777,1678,11400714819323250348,564,56,11400714819323235310,2031,10
42,43,2003,11400714819323302970,11400714819323232146,1024,991,11400714819323266292,1423,1269,11400714819323290530,1909,547,11400714819323320864,2058,10
42,44,2003,11400714819323301581,11400714819323231083,1463,880,11400714819323292421,53,373,11400714819323202274,448,571,11400714819323227904,2010,8
42,50,2003,11400714819323301777,11400714819323231083,460,668,11400714819323229160,329,1087,11400714819323220911,354,1653,11400714819323222528,2013,7
42,52,2003,11400714819323303864,11400714819323232086,1146,1109,11400714819323274354,1592,1912,11400714819323303203,882,1191,11400714819323256170,2055,9
42,55,2003,11400714819323301429,11400714819323231141,286,1207,11400714819323218317,269,188,11400714819323216217,361,1846,11400714819323223180,2006,6
42,58,2003,11400714819323302970,11400714819323232146,594,108,11400714819323237319,204,1843,11400714819323213495,429,86,11400714819323226555,2058,14
42,60,2003,11400714819323302448,11400714819323231248,172,10,11400714819323209702,1735,324,11400714819323311629,1781,1370,11400714819323315865,2068,15
42,63,2003,11400714819323303782,11400714819323232023,468,1672,11400714819323230662,399,1839,11400714819323225832,508,322,11400714819323231530,2052,7
42,64,2003,11400714819323302770,11400714819323231313,1167,978,11400714819323273285,810,1740,11400714819323251969,1152,1348,11400714819323275001,2072,8
42,66,2003,11400714819323303589,11400714819323232023,1611,87,11400714819323303669,1567,276,11400714819323297903,1541,1646,11400714819323298625,2051,9
42,67,2003,11400714819323300883,11400714819323231018,309,1702,11400714819323220349,1799,867,11400714819323315710,1922,1998,11400714819323322817,2016,11
42,70,2003,11400714819323300440,11400714819323230824,1318,1547,11400714819323283919,1585,1084,11400714819323299884,1915,1294,11400714819323324090,2028,10
42,71,2003,11400714819323300837,11400714819323231722,1031,1112,11400714819323266857,349,789,11400714819323221916,1124,1082,11400714819323272716,2034,9
42,72,2003,11400714819323302640,11400714819323231313,1815,1929,11400714819323317300,1595,397,11400714819323300811,1964,1390,11400714819323324866,2070,12
42,74,2003,11400714819323303589,11400714819323232023,789,396,11400714819323248819,979,1579,11400714819323261991,1906,52,11400714819323321815,2050,7
42,75,2003,11400714819323300003,11400714819323231659,236,1741,11400714819323215601,1644,894,11400714819323304514,1284,1509,11400714819323281727,2040,9
42,76,2003,11400714819323300003,11400714819323231659,148,1897,11400714819323209783,1326,945,11400714819323283903,1726,128,11400714819323308922,2040,9
42,79,2003,11400714819323302707,11400714819323231313,1337,1308,11400714819323286918,1546,390,11400714819323299735,1787,143,11400714819323313113,2073,7
42,81,2003,11400714819323303166,11400714819323232146,542,1812,11400714819323234606,1930,901,11400714819323323510,1308,58,11400714819323281802,2059,9
42,85,2003,11400714819323299878,11400714819323231659,831,1344,11400714819323253467,1675,917,11400714819323306631,608,1255,11400714819323239412,2038,6
42,86,2003,11400714819323300440,11400714819323230824,659,1206,11400714819323241660,1888,748,11400714819323322297,1205,568,11400714819323275279,2028,7
42,90,2003,11400714819323301516,11400714819323231141,465,456,11400714819323228992,1115,584,11400714819323269736,465,456,11400714819323228992,2008,10
42,93,2003,11400714819323303468,11400714819323231956,1046,312,11400714819323267012,932,347,11400714819323258109,1789,1785,11400714819323314928,2048,7
42,95,2003,11400714819323302861,11400714819323231391,1329,1923,11400714819323286549,1101,68,11400714819323270369,617,1543,11400714819323240095,2074,7
42,99,2003,11400714819323300270,11400714819323231893,361,1014,11400714819323222988,415,738,11400714819323225729,313,60,11400714819323218918,2045,10
43,1,2003,11400714819323302970,11400714819323232146,957,1862,11400714819323260983,7,1157,11400714819323200092,1541,1129,11400714819323299130,2058,11
43,3,2003,11400714819323302343,11400714819323231580,1466,1667,11400714819323295548,207,857,11400714819323212718,840,1571,11400714819323254338,2085,9
43,4,2003,11400714819323301777,11400714819323231018,1050,561,11400714819323265494,1880,1498,11400714819323322013,1995,1027,11400714819323327233,2014,7
43,7,2003,11400714819323301902,11400714819323231454,1207,30,11400714819323277207,836,548,11400714819323253582,651,832,11400714819323240508,2078,6
43,10,2003,11400714819323301581,11400714819323231083,761,1036,11400714819323248102,621,1222,11400714819323240155,500,1262,11400714819323232116,2010,8
43,18,2003,11400714819323300569,11400714819323230761,449,1354,11400714819323229134,965,1895,11400714819323262568,1828,751,11400714819323317993,2030,7
43,20,2003,11400714819323300066,11400714819323231659,465,261,11400714819323228191,598,1952,11400714819323239324,683,575,11400714819323243285,2039,8
43,23,2003,11400714819323302153,11400714819323231517,303,1408,11400714819323219087,1780,970,11400714819323312232,1716,1577,11400714819323311711,2083,7
43,26,2003,11400714819323300772,11400714819323231722,945,1646,11400714819323259934,1261,172,11400714819323280849,957,566,11400714819323260359,2035,6
43,27,2003,11400714819323301275,11400714819323230888,823,960,11400714819323252053,666,383,11400714819323242016,823,960,11400714819323252053,2024,7
43,31,2003,11400714819323302707,11400714819323231313,1874,1786,11400714819323321905,780,882,11400714819323248710,145,1345,11400714819323209003,2073,8
43,33,2003,11400714819323300440,11400714819323230824,213,695,11400714819323212948,991,1931,11400714819323264904,1782,1170,11400714819323312402,2028,9
43,37,2003,11400714819323300883,11400714819323231018,1829,439,11400714819323318256,1061,1705,11400714819323267362,1124,1671,11400714819323271377,2016,7
43,38,2003,11400714819323299943,11400714819323231722,1033,1937,11400714819323265761,1843,1264,11400714819323316386,1010,1303,11400714819323264346,2037,7
43,39,2003,11400714819323303346,11400714819323231248,561,403,11400714819323234373,551,1240,11400714819323234577,1239,1643,11400714819323280802,2066,10
43,40,2003,11400714819323298294,11400714819323231204,1343,48,11400714819323283563,525,1889,11400714819323233588,1839,423,11400714819323317352,2005,9
43,41,2003,11400714819323303864,11400714819323232086,1203,1008,11400714819323275586,342,1001,11400714819323221125,1844,1335,11400714819323320109,2056,10
43,42,2003,11400714819323300129,11400714819323231893,1552,1162,11400714819323297843,1126,1980,11400714819323271692,1765,1801,11400714819323312370,2043,9
43,47,2003,11400714819323301338,11400714819323230888,1554,1408,11400714819323298187,1953,33,11400714819323322879,1255,467,11400714819323280390,2025,7
43,50,2003,11400714819323301140,11400714819323230953,1851,421,11400714819323316595,1138,863,11400714819323271522,14,724,11400714819323200098,2021,8
43,53,2003,11400714819323299878,11400714819323231659,1327,1224,11400714819323283655,164,1896,11400714819323210754,919,216,11400714819323256837,2038,10
43,54,2003,11400714819323300837,11400714819323231722,755,1121,11400714819323248385,769,1047,11400714819323249197,462,1071,11400714819323229689,2034,10
43,56,2003,11400714819323301492,11400714819323231141,841,1384,11400714819323254726,1168,1084,11400714819323273701,193,990,11400714819323211938,2007,9
43,58,2003,11400714819323302027,11400714819323231454,723,1677,11400714819323247301,180,1025,11400714819323211255,867,1472,11400714819323254798,2081,6
43,62,2003,11400714819323300837,11400714819323231722,523,1485,11400714819323234095,10,1591,11400714819323200708,1494,1033,11400714819323294405,2034,8
43,63,2003,11400714819323300440,11400714819323230824,1266,1982,11400714819323282813,1641,677,11400714819323305213,597,267,11400714819323236512,2028,6
43,65,2003,11400714819323301205,11400714819323230888,1448,1460,11400714819323291803,1165,1908,11400714819323274081,1698,29,11400714819323306232,2023,6
43,66,2003,11400714819323300837,11400714819323231722,494,1002,11400714819323230740,760,106,11400714819323247045,1107,738,11400714819323269272,2034,7
43,67,2003,11400714819323301492,11400714819323231141,444,1860,11400714819323229044,1649,1759,11400714819323307681,425,1729,11400714819323227177,2007,8
43,69,2003,11400714819323303533,11400714819323231956,607,758,11400714819323237693,196,1801,11400714819323212939,627,967,11400714819323240267,2046,10
43,71,2003,11400714819323303166,11400714819323232146,666,708,11400714819323242341,1808,1869,11400714819323317814,123,1896,11400714819323208224,2059,8
43,76,2003,11400714819323305541,11400714819323231580,84,1743,11400714819323205549,222,1912,11400714819323214746,508,7,11400714819323230823,2087,7
43,83,2003,11400714819323305692,11400714819323231636,943,1749,11400714819323259962,1566,910,11400714819323301556,1649,1072,11400714819323304016,2090,10
43,84,2003,11400714819323303652,11400714819323231956,1157,1331,11400714819323275052,729,1767,11400714819323247403,1200,1223,11400714819323275960,2049,7
43,86,2003,11400714819323301840,11400714819323231018,1600,100,11400714819323299913,370,1880,11400714819323224379,936,44,11400714819323257987,2015,9
43,87,2003,11400714819323303864,11400714819323232086,764,491,11400714819323248451,886,1682,11400714819323257458,772,1574,11400714819323248888,2056,7
43,88,2003,11400714819323303035,11400714819323232086,1371,442,11400714819323285694,658,1693,11400714819323241796,224,868,11400714819323213649,2057,6
43,90,2003,11400714819323302861,11400714819323231391,570,441,11400714819323236070,275,1283,11400714819323217679,1795,1228,11400714819323315298,2075,6
43,91,2003,11400714819323299943,11400714819323231722,1406,1599,11400714819323291213,1723,1343,11400714819323311993,473,1651,11400714819323230439,2037,7
43,92,2003,11400714819323302796,11400714819323231391,172,959,11400714819323210323,1260,1992,11400714819323282676,1255,454,11400714819323280435,2076,6
43,95,2003,11400714819323300335,11400714819323231893,657,381,11400714819323240679,41,556,11400714819323201698,657,381,11400714819323240679,2044,7
44,1,2003,11400714819323300377,11400714819323230824,346,30,11400714819323220563,352,679,11400714819323221620,484,1369,11400714819323230979,2026,10
44,3,2003,11400714819323300440,11400714819323230824,1003,1690,11400714819323264386,915,680,11400714819323258866,1420,636,11400714819323291512,2028,6
44,4,2003,11400714819323300003,11400714819323231659,726,1746,11400714819323247562,608,916,11400714819323238945,434,414,11400714819323226925,2040,7
44,5,2003,11400714819323302513,11400714819323231248,616,390,11400714819323239005,1099,1556,11400714819323269552,141,743,11400714819323208402,2067,7
44,6,2003,11400714819323301275,11400714819323230888,109,173,11400714819323205744,1088,695,11400714819323267996,109,173,11400714819323205744,2024,7
44,7,2003,11400714819323303864,11400714819323232086,1612,716,11400714819323303224,1710,978,11400714819323308988,248,934,11400714819323215105,2056,7
44,8,2003,11400714819323303719,11400714819323232023,1604,1860,11400714819323302830,1924,1527,11400714819323323241,1277,276,11400714819323279701,2053,6
44,9,2003,11400714819323300699,11400714819323230761,1424,954,11400714819323289763,157,1609,11400714819323210072,1992,1553,11400714819323326928,2033,8
44,12,2003,11400714819323303411,11400714819323232211,456,1658,11400714819323229385,774,1266,11400714819323248718,456,1658,11400714819323229385,2064,9
44,16,2003,11400714819323300129,11400714819323231893,310,1999,11400714819323220103,742,1844,11400714819323248484,1962,331,11400714819323326048,2043,6
44,20,2003,11400714819323301205,11400714819323230888,249,1464,11400714819323216050,729,1063,11400714819323246059,1160,1452,11400714819323273323,2023,8
44,22,2003,11400714819323300335,11400714819323231893,841,1183,11400714819323252879,1372,394,11400714819323285674,841,1183,11400714819323252879,2044,7
44,23,2003,11400714819323300440,11400714819323230824,1252,556,11400714819323280542,257,1981,11400714819323217235,912,924,11400714819323258629,2028,10
44,24,2003,11400714819323305476,11400714819323231636,48,1765,11400714819323203382,1449,1698,11400714819323292616,1318,1142,11400714819323285106,2089,11
44,26,2003,11400714819323300883,11400714819323231018,1213,327,11400714819323275638,1538,1338,11400714819323299149,1804,367,11400714819323315531,2016,7
44,27,2003,11400714819323303719,11400714819323232023,1398,904,11400714819323288332,1918,33,11400714819323321067,1170,319,11400714819323274858,2053,9
44,28,2003,11400714819323300837,11400714819323231722,1845,1015,11400714819323316268,1523,175,11400714819323297523,1826,542,11400714819323318105,2034,8
44,30,2003,11400714819323302970,11400714819323232146,1584,1276,11400714819323300013,1295,1916,11400714819323284891,316,950,11400714819323219494,2058,10
44,38,2003,11400714819323298294,11400714819323231204,505,1484,11400714819323232614,1692,898,11400714819323309730,1920,600,11400714819323324365,2004,7
44,40,2003,11400714819323301777,11400714819323231083,45,1024,11400714819323202381,27,1021,11400714819323201219,657,387,11400714819323240685,2013,8
44,44,2003,11400714819323302278,11400714819323231580,674,389,11400714819323241568,244,1320,11400714819323215502,1503,1084,11400714819323296855,2086,7
44,45,2003,11400714819323301711,11400714819323231083,778,1304,11400714819323250533,692,1742,11400714819323245092,1285,989,11400714819323283318,2012,6
44,46,2003,11400714819323302707,11400714819323231313,446,1790,11400714819323228860,912,1006,11400714819323258743,469,836,11400714819323229403,2073,8
44,47,2003,11400714819323303411,11400714819323232211,224,875,11400714819323213656,284,1006,11400714819323217494,224,875,11400714819323213656,2064,11
44,49,2003,11400714819323301079,11400714819323230953,1712,2002,11400714819323311907,36,1421,11400714819323202191,1533,465,11400714819323296600,2020,8
44,50,2003,11400714819323298294,11400714819323231204,1104,9,11400714819323270498,355,240,11400714819323221886,149,887,11400714819323208804,2004,8
44,51,2003,11400714819323302707,11400714819323231313,1336,347,11400714819323283846,1081,2002,11400714819323270924,412,1758,11400714819323227078,2073,10
44,55,2003,11400714819323303533,11400714819323231956,1231,1178,11400714819323277677,1624,1346,11400714819323305653,735,138,11400714819323246537,2047,7
44,56,2003,11400714819323301840,11400714819323231018,262,948,11400714819323216012,531,577,11400714819323232649,1137,1658,11400714819323272090,2015,9
44,60,2003,11400714819323300699,11400714819323230761,1852,1534,11400714819323319774,1487,302,11400714819323295673,367,95,11400714819323222496,2033,8
